,id,station_name,line,station_url
78,81,USJ 21,Kelana Jaya,"https://www.google.com/maps/place/USJ21/@3.0296608,101.5805031,17.75z/data=!4m14!1m7!3m6!1s0x31cdb3320274862b:0x7c9b8a242d4954c7!2sUSJ+21+LRT+Station!8m2!3d3.0298519!4d101.5821081!16s%2Fg%2F11clgm4w1m!3m5!1s0x31cdb33200108ef5:0xb6fda8b9956a7645!8m2!3d3.029881!4d101.581711!16s%2Fg%2F11bx83l2ts?entry=ttu"
79,82,Alam Megah,Kelana Jaya,"https://www.google.com/maps/place/Alam+Megah/@3.0225368,101.5709903,18.75z/data=!4m14!1m7!3m6!1s0x31cdb32799d43dd7:0xe026b85038172b66!2sLrt+Alam+Megah!8m2!3d3.0231843!4d101.571507!16s%2Fg%2F11j1hxl95l!3m5!1s0x31cdb327a35a6c27:0xbb4f26cc915102dc!8m2!3d3.0230743!4d101.5720825!16s%2Fg%2F11clgfhqnl?entry=ttu"
80,83,Subang Alam,Kelana Jaya,"https://www.google.com/maps/place/Subang+Alam/@3.009421,101.5697061,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdb31dc5daab1d:0x72c153358e8f91ce!8m2!3d3.009421!4d101.572281!16s%2Fg%2F11cjj6ml3c?entry=ttu"
81,84,Putra Heights,Kelana Jaya,"https://www.google.com/maps/place/Putra+Heights/@2.9954959,101.574516,18.25z/data=!4m14!1m7!3m6!1s0x31cdb3aa016f0763:0x1909f85d4539e294!2sSJ705+LRT+Putra+Height!8m2!3d2.995283!4d101.575734!16s%2Fg%2F11hz6mwlvj!3m5!1s0x31cdb300ae5e2c4d:0xab7a77a3cbf308c5!8m2!3d2.996016!4d101.575521!16s%2Fm%2F0_ql9hx?entry=ttu"
82,85,Kwasa Damansara,Putrajaya,"https://www.google.com/maps/place/Kwasa+Damansara+MRT+Station+(KG04+%2F+PY01)/@3.1766451,101.5700674,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4f75c8e9912f:0xeeab1fdd1c22bc79!8m2!3d3.1766451!4d101.5726423!16s%2Fg%2F11cs12bhtd?entry=ttu"
83,86,Kampung Selamat,Putrajaya,"https://www.google.com/maps/place/Kampung+Selamat+(SBK02)/@3.1976943,101.5757513,17z/data=!4m14!1m7!3m6!1s0x31cc4584297bd655:0x56fda6497caa2eda!2sMRT+Kampung+Selamat+(PY03)!8m2!3d3.1976943!4d101.5783262!16s%2Fg%2F11bwd2r_gk!3m5!1s0x31cc4584297ddca1:0x8c9949ec0a5a494b!8m2!3d3.1972781!4d101.5784398!16s%2Fg%2F11c7003xq2?entry=ttu"
84,87,Sungai Buloh,Putrajaya,"https://www.google.com/maps/place/Sungai+Buloh/@3.205159,101.5790465,17z/data=!4m6!3m5!1s0x31cc459a3bc98605:0xb83cf4f9a762d2e3!8m2!3d3.2060695!4d101.5808489!16s%2Fm%2F02qp1t6?entry=ttu"
85,88,Damansara Damai,Putrajaya,"https://www.google.com/maps/place/Damansara+Damai/@3.1998391,101.5919034,18.75z/data=!4m14!1m7!3m6!1s0x31cc456a52772b91:0x86dcfa632c4b276d!2sDamansara+Damai+MRT+Station+(PY05)!8m2!3d3.1999198!4d101.5925281!16s%2Fg%2F11rjj3x89v!3m5!1s0x31cc458d2c25b68f:0xe73241d7ec4c3c33!8m2!3d3.19989!4d101.59262!16s%2Fg%2F11t2_cxx67?entry=ttu"
86,89,Sri Damansara Barat,Putrajaya,"https://www.google.com/maps/place/Sri+Damansara+Barat/@3.1979299,101.6062261,17.5z/data=!4m14!1m7!3m6!1s0x31cc457c3758469d:0xe580b9091b2d0fbe!2sMRT+Sri+Damansara+Barat+Station+(PY06)!8m2!3d3.1978356!4d101.6083834!16s%2Fg%2F11s3vmtlkg!3m5!1s0x31cc45fbbe85b123:0x5530689cf42885e7!8m2!3d3.1982!4d101.6083!16s%2Fg%2F11kc8ndmhx?entry=ttu"
87,90,Sri Damansara Sentral,Putrajaya,"https://www.google.com/maps/place/Sri+Damansara+Sentral/@3.19859,101.6185951,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc460682d6fe45:0x31452247f9a464d1!8m2!3d3.19859!4d101.62117!16s%2Fg%2F11t3f6sl20?entry=ttu"
88,91,Sri Damansara Timur,Putrajaya,"https://www.google.com/maps/place/Sri+Damansara+Timur/@3.2077561,101.6261098,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4612403674b3:0xe6eb0cf21ca6afdd!8m2!3d3.2077561!4d101.6286847!16s%2Fg%2F11r_tkznlr?entry=ttu"
89,92,Metro Prima,Putrajaya,"https://www.google.com/maps/place/Metro+Prima/@3.2119879,101.6286282,15z/data=!4m15!1m8!3m7!1s0x31cc4640915f9adf:0x764f433dcb7eeaba!2sMetro+Prima,+52100+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur!3b1!8m2!3d3.213144!4d101.6425249!16s%2Fg%2F1wfvk4zr!3m5!1s0x31cc4641beaad8bf:0x5d43bccc2cfc9586!8m2!3d3.21459!4d101.6403!16s%2Fg%2F11t3f73j20?entry=ttu"
90,93,Kepong Baru,Putrajaya,"https://www.google.com/maps/place/Kepong+Baru/@3.2113826,101.6482455,19.75z/data=!4m10!1m2!2m1!1skepong+baru+mrt!3m6!1s0x31cc46478d1212d7:0xe394391f13120e73!8m2!3d3.21166!4d101.64819!15sCg9rZXBvbmcgYmFydSBtcnSSAQ5zdWJ3YXlfc3RhdGlvbuABAA!16s%2Fg%2F11bzt_gqcs?entry=ttu"
91,94,Jinjang,Putrajaya,"https://www.google.com/maps/place/Jinjang/@3.20861,101.65591,17z/data=!4m14!1m7!3m6!1s0x31cc4635d4bb5b4f:0x37e6e4a6bd2de5f!2sMRT+Jinjang+Pintu+B!8m2!3d3.20861!4d101.65591!16s%2Fg%2F11rhxn6533!3m5!1s0x31cc4635ded6a61d:0x324d08fd8d7ad0a0!8m2!3d3.20954!4d101.65583!16s%2Fg%2F11bzv4fws1?entry=ttu"
92,95,Sri Delima,Putrajaya,"https://www.google.com/maps/place/Sri+Delima/@3.2064876,101.6646583,17.5z/data=!4m14!1m7!3m6!1s0x31cc47cbef8a975d:0xb016dd8c84eac6b9!2sMRT+Sri+Delima!8m2!3d3.20667!4d101.66627!16s%2Fg%2F11vbzqd00j!3m5!1s0x31cc47cbebbc47b9:0x6f28b8c76c1c4a73!8m2!3d3.20711!4d101.66575!16s%2Fg%2F11bzv2l1dk?entry=ttu"
93,96,Kampung Batu,Putrajaya,"https://www.google.com/maps/place/Kampung+Batu/@3.2055434,101.6750099,18.54z/data=!4m14!1m7!3m6!1s0x31cc47893e236f27:0xc175473168571efd!2sMRT+Kampung+Batu+Station+(PY13)!8m2!3d3.2055436!4d101.6753665!16s%2Fg%2F11h6rrf3gl!3m5!1s0x31cc47c5d2d0bcef:0x340862e9b65182e1!8m2!3d3.20594!4d101.67527!16s%2Fg%2F11t3d_jdry?entry=ttu"
94,97,Kentomen,Putrajaya,"https://www.google.com/maps/place/Kentomen/@3.1966222,101.6770588,16.75z/data=!4m14!1m7!3m6!1s0x31cc47a9d1e5bf5f:0x7f6e38d7927fc824!2sMRT+Kentonmen+-+Gate+A!8m2!3d3.196521!4d101.6799561!16s%2Fg%2F11fsp53bn2!3m5!1s0x31cc47dea2485f17:0x6a5c43cda54d6ee5!8m2!3d3.1953773!4d101.6796608!16s%2Fg%2F11twq51y2b?entry=ttu"
95,98,Jalan Ipoh,Putrajaya,"https://www.google.com/maps/place/Jalan+Ipoh/@3.1897737,101.6784229,17z/data=!4m14!1m7!3m6!1s0x31cc376fd28cd5cd:0x924d638234f3d641!2sMRT+Jalan+Ipoh+Station+(PY15)!8m2!3d3.1897737!4d101.6809978!16s%2Fg%2F11khks2tqz!3m5!1s0x31cc4875a7389687:0x1d686dbac9de74f9!8m2!3d3.18943!4d101.68112!16s%2Fg%2F11bzv5br95?entry=ttu"
96,99,Sentul Barat,Putrajaya,"https://www.google.com/maps/place/Sentul+Barat/@3.1782853,101.6834157,17.25z/data=!4m14!1m7!3m6!1s0x31cc4813196d322f:0x7caa544f2272a67e!2sMRT+Sentul+Barat+Pintu+B!8m2!3d3.17824!4d101.68575!16s%2Fg%2F11kb3hk72w!3m5!1s0x31cc4812d0304475:0x8f11738dc6174e3!8m2!3d3.17924!4d101.68463!16s%2Fg%2F11txrpzs7r?entry=ttu"
97,100,Titiwangsa,Putrajaya,"https://www.google.com/maps/place/MRT+Titiwangsa+Station/@3.1736919,101.6935552,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4922008b5609:0xf30202505afa06ae!8m2!3d3.1736919!4d101.6961301!16s%2Fg%2F11ty4rwsry?entry=ttu"
98,101,Hospital Kuala Lumpur,Putrajaya,"https://www.google.com/maps/place/Hospital+Kuala+Lumpur/@3.1739928,101.6996992,17z/data=!4m14!1m7!3m6!1s0x31cc4944d6950c85:0x43fe80147b9964cc!2sMRT+Hospital+Kuala+Lumpur+(PY18)!8m2!3d3.1739928!4d101.7022741!16s%2Fg%2F11k4m7vwhs!3m5!1s0x31cc481ed6c8d865:0xa7f29ebd7b9e6d4c!8m2!3d3.17383!4d101.7016!16s%2Fg%2F11bzv2ql_6?entry=ttu"
99,102,Raja Uda,Putrajaya,"https://www.google.com/maps/place/Raja+Uda/@3.16794,101.7075951,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc37deeefa4d97:0x8941756e687884c0!8m2!3d3.16794!4d101.71017!16s%2Fg%2F11twr08y5s?entry=ttu"
100,103,Ampang Park,Putrajaya,"https://www.google.com/maps/place/Ampang+Park/@3.1604421,101.7164461,18z/data=!4m14!1m7!3m6!1s0x31cc3764aa81459b:0x35edfd53affc49f4!2sAmpang+Park+MRT+Station+(PY20)!8m2!3d3.1620749!4d101.7184978!16s%2Fg%2F11s8m_72j1!3m5!1s0x31cc37cfe3d8aa2d:0x51c25797f20aa033!8m2!3d3.16013!4d101.71846!16s%2Fg%2F11vjdzjfgb?entry=ttu"
101,104,Persiaran KLCC,Putrajaya,"https://www.google.com/maps/place/Persiaran+KLCC/@3.15712,101.7157651,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc37ce1de3e8cd:0x5aadd2f2bd007336!8m2!3d3.15712!4d101.71834!16s%2Fg%2F11twq_zvm1?entry=ttu"
102,105,Conlay,Putrajaya,"https://www.google.com/maps/place/Conlay/@3.15124,101.7155051,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc37d2aad1c521:0xbf8bbd14e753e188!8m2!3d3.15124!4d101.71808!16s%2Fg%2F11bztyv4p6?entry=ttu"
103,106,Tun Razak Exchange (TRX),Putrajaya,"https://www.google.com/maps/place/Tun+Razak+Exchange/@3.1423817,101.7183501,17.75z/data=!4m10!1m2!2m1!1smrt+trx!3m6!1s0x31cc36306903b007:0xd56c2d4696bfb375!8m2!3d3.1424!4d101.72016!15sCgdtcnQgdHJ4WgkiB21ydCB0cniSAQ90cmFuc2l0X3N0YXRpb26aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTXhiVTFJVFRCQlJSQULgAQA!16s%2Fg%2F11bwck78h9?entry=ttu"
104,107,Chan Sow Lin,Putrajaya,"https://www.google.com/maps/place/Chan+Sow+Lin/@3.129502,101.715511,17.75z/data=!4m14!1m7!3m6!1s0x31cc37025c7391a9:0x1d8cac05fe31a2da!2sMRT+Chan+Sow+Lin!8m2!3d3.1299649!4d101.7170484!16s%2Fg%2F11h37qmplg!3m5!1s0x31cc3619b9b8ae87:0x966be204d5692678!8m2!3d3.1284!4d101.71655!16s%2Fg%2F11twr0dl00?entry=ttu"
105,110,Kuchai,Putrajaya,"https://www.google.com/maps/place/Kuchai/@3.08945,101.6918551,17z/data=!4m14!1m7!3m6!1s0x31cc4a6d9a10d0eb:0xaa9c5f29f6a36eeb!2sMRT+Kuchai!8m2!3d3.08945!4d101.69443!16s%2Fg%2F11srxwc4rw!3m5!1s0x31cc4a6d99aaa975:0xb8a6209212f675b6!8m2!3d3.08955!4d101.69412!16s%2Fg%2F11twr0ctjk?entry=ttu"
106,111,Taman Naga Emas,Putrajaya,"https://www.google.com/maps/place/Taman+Naga+Emas/@3.0775318,101.6978711,18.25z/data=!4m14!1m7!3m6!1s0x31cc4a7c74616f53:0xe6981c1da44e8bef!2sMRT+Taman+Naga+Emas!8m2!3d3.07742!4d101.69952!16s%2Fg%2F11v05dnhfq!3m5!1s0x31cc4a7b8a935a51:0x17d8c97904796e57!8m2!3d3.07769!4d101.69987!16s%2Fg%2F11bzv12pyb?entry=ttu"
107,112,Sungai Besi,Putrajaya,"https://www.google.com/maps/place/Sungai+Besi/@3.0630652,101.7071959,17.75z/data=!4m14!1m7!3m6!1s0x31cc356008579e2f:0x5ccb13aed0b9c99b!2sMRT+Sungai+Besi+Station+(PY29)!8m2!3d3.063523!4d101.7084334!16s%2Fg%2F11h763h35h!3m5!1s0x31cc357d3e528e95:0x404cbe480242f6a7!8m2!3d3.06374!4d101.7084!16s%2Fg%2F11srhdl4fz?entry=ttu"
108,113,Serdang Raya Utara,Putrajaya,"https://www.google.com/maps/place/Serdang+Raya+Utara/@3.0422541,101.7024786,17z/data=!4m14!1m7!3m6!1s0x31cc4bfd1cb14037:0x8920eb078a185ca8!2sMRT+Serdang+Raya+Utara+(PY31)!8m2!3d3.0422541!4d101.7050535!16s%2Fg%2F11h763dkqs!3m5!1s0x31cc4aa86a2f1a45:0x4ef2e424ff3b425e!8m2!3d3.04167!4d101.70493!16s%2Fg%2F11bzv6lf4g?entry=ttu"
109,114,Serdang Raya Selatan,Putrajaya,"https://www.google.com/maps/place/Serdang+Raya+Selatan/@3.0295931,101.7042791,17z/data=!4m14!1m7!3m6!1s0x31cdcbc5e7df67e1:0xe9c4845f24559676!2sMRT+Serdang+Raya+Selatan+(PY32)!8m2!3d3.0295931!4d101.706854!16s%2Fg%2F11v0tnfz0c!3m5!1s0x31cdcaaa1d3f9c69:0xedb90e045c920fc2!8m2!3d3.02846!4d101.70751!16s%2Fg%2F11srhdhvrj?entry=ttu"
110,115,Serdang Jaya,Putrajaya,"https://www.google.com/maps/place/Serdang+Jaya/@3.0210659,101.7087411,19.5z/data=!4m14!1m7!3m6!1s0x31cdcb9974b46417:0xbe597e912a98c6ca!2sMRT+Serdang+Jaya+(PY33)!8m2!3d3.0213918!4d101.7089957!16s%2Fg%2F11h762_dtb!3m5!1s0x31cdcaa7afe12513:0xb67213f48f9125c2!8m2!3d3.02169!4d101.70904!16s%2Fg%2F11bzv55y1b?entry=ttu"
111,116,UPM,Putrajaya,"https://www.google.com/maps/place/UPM/@3.0042986,101.6761054,14z/data=!4m10!1m2!2m1!1smrt+upm!3m6!1s0x31cdb56203be3881:0xe4ce961afb3997c1!8m2!3d3.00856!4d101.70639!15sCgdtcnQgdXBtkgEOc3Vid2F5X3N0YXRpb27gAQA!16s%2Fg%2F11bzt_6_g5?entry=ttu"
112,117,Taman Equine,Putrajaya,"https://www.google.com/maps/place/MRT+Taman+Equine+Station+(PY36)/@2.9899807,101.6721813,19.25z/data=!4m6!3m5!1s0x31cdb578e8381689:0xacdaf2046cb9458f!8m2!3d2.9892814!4d101.6724946!16s%2Fg%2F11bzv12pw6?entry=ttu"
113,118,Putra Permai,Putrajaya,"https://www.google.com/maps/place/Putra+Permai/@2.9831012,101.6605219,19.25z/data=!4m14!1m7!3m6!1s0x31cdb44d2f8f4409:0xa5e234f2c72ce67c!2sMRT+Putra+Permai+Station+(PY37)!8m2!3d2.9831653!4d101.6609483!16s%2Fg%2F11hbhhk0gr!3m5!1s0x31cdb44d30e07cad:0xeddf1a0d90caecd9!8m2!3d2.98339!4d101.66099!16s%2Fg%2F11kh9dlgfy?entry=ttu"
114,119,16 Sierra,Putrajaya,"https://www.google.com/maps/place/16+Sierra/@2.9656832,101.6523344,17z/data=!4m14!1m7!3m6!1s0x31cdb431e2addfc7:0xd43bcdccbfcdc25f!2sMRT+16+Sierra+(PY38)!8m2!3d2.9656832!4d101.6549093!16s%2Fg%2F11gg_vrxgz!3m5!1s0x31cdb431fd2ec1b3:0xf2ad38e21217a661!8m2!3d2.96497!4d101.65481!16s%2Fg%2F11bztz1jtx?entry=ttu"
115,120,Cyberjaya Utara,Putrajaya,"https://www.google.com/maps/place/Cyberjaya+Utara/@2.9498609,101.6558259,18z/data=!4m14!1m7!3m6!1s0x31cdb767de10ae31:0x3455413977af0ec4!2sMRT+Cyberjaya+Utara+Station+(PY39)!8m2!3d2.9501459!4d101.6572259!16s%2Fg%2F11h7630fpf!3m5!1s0x31cdb686c899b38d:0xa8171706cf03d893!8m2!3d2.95!4d101.6573!16s%2Fg%2F11srhd08cq?entry=ttu"
116,121,Cyberjaya City Centre,Putrajaya,"https://www.google.com/maps/place/Cyberjaya+City+Centre/@2.9384406,101.6632869,17z/data=!4m14!1m7!3m6!1s0x31cdb66239d8e61b:0x374875c197fcefc1!2sMRT+Cyberjaya+City+Centre+(PY40)!8m2!3d2.9384406!4d101.6658618!16s%2Fg%2F11bzt_bt_s!3m5!1s0x31cdb661158d4fdb:0x764896dcdc511553!8m2!3d2.9392!4d101.66552!16s%2Fg%2F11twq_ss4w?entry=ttu"
117,122,Putrajaya Sentral,Putrajaya,"https://www.google.com/maps/place/Putrajaya+Sentral/@2.9311311,101.6695859,18z/data=!4m14!1m7!3m6!1s0x31cdb7c3026d87b3:0x4356636c0f1cd235!2sPutrajaya+Sentral+MRT+Station+(PY41)!8m2!3d2.9311441!4d101.6715575!16s%2Fg%2F11h1drd843!3m5!1s0x31cdb65c982b62b1:0x4b36b92581703649!8m2!3d2.9312955!4d101.6714975!16s%2Fg%2F12lvb_ntm?entry=ttu"
118,123,Kwasa Sentral,Kajang,"https://www.google.com/maps/place/Kwasa+Sentral/@3.1699762,101.5622322,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4fa17e8f192d:0x886b04b45d3cbe83!8m2!3d3.1699762!4d101.5648071!16s%2Fg%2F11bwc5cdhb?entry=ttu"
119,124,Kota Damansara,Kajang,"https://www.google.com/maps/place/Kota+Damansara+MRT+Station+(KG06)/@3.15007,101.576654,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4efcff6a8d99:0x1a22ddf2112597d5!8m2!3d3.15007!4d101.5792289!16s%2Fg%2F11bwck78hf?entry=ttu"
120,125,Surian,Kajang,"https://www.google.com/maps/place/Surian/@3.1498687,101.5926163,18.5z/data=!4m14!1m7!3m6!1s0x31cc4ede2b9f7ffb:0x85d82da38ff75fbe!2sSurian+MRT+Station+(KG07)!8m2!3d3.1496229!4d101.5939527!16s%2Fg%2F11cnc0fkns!3m5!1s0x31cc4ede3a61a3e5:0xaf07d05008a3e660!8m2!3d3.1494854!4d101.593917!16s%2Fg%2F11bwcq46hm?entry=ttu"
121,126,Mutiara Damansara,Kajang,"https://www.google.com/maps/place/Mutiara+Damansara/@3.1555365,101.6076778,18.75z/data=!4m14!1m7!3m6!1s0x31cc4f2911a79a63:0xf60ef8691334924e!2sMRT+Mutiara+Damansara+Pintu+B!8m2!3d3.155687!4d101.608187!16s%2Fg%2F11h4kwmg_v!3m5!1s0x31cc4f29735acdf7:0x90b38569b4b671ba!8m2!3d3.15526!4d101.60872!16s%2Fg%2F11twq4m_jg?entry=ttu"
122,127,Bandar Utama,Kajang,"https://www.google.com/maps/place/Bandar+Utama/@3.1466959,101.6161708,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc492c62bec29d:0x51455ae90cba9e30!8m2!3d3.1466959!4d101.6187457!16s%2Fg%2F11bwcv4v21?entry=ttu"
123,128,Taman Tun Dr Ismail,Kajang,"https://www.google.com/maps/place/Taman+Tun+Dr+Ismail/@3.13565,101.6293538,17.75z/data=!4m14!1m7!3m6!1s0x31cc49390fa7b275:0x458d4e88c7668088!2sMRT+TTDI!8m2!3d3.1357055!4d101.6305424!16s%2Fg%2F11ftnllz_0!3m5!1s0x31cc4939730e2c61:0xba163560138cfc09!8m2!3d3.1358356!4d101.6314269!16s%2Fg%2F11bwn5mrll?entry=ttu"
124,129,Phileo Damansara,Kajang,"https://www.google.com/maps/place/Phileo+Damansara+(SBK12)/@3.1290045,101.6414948,17z/data=!4m6!3m5!1s0x31cc496b970a7c89:0xcf6c00be6fa02574!8m2!3d3.12922!4d101.64298!16s%2Fg%2F11vlz3g6yd?entry=ttu"
125,130,Pusat Bandar Damansara,Kajang,"https://www.google.com/maps/place/Pusat+Bandar+Damansara/@3.143913,101.6609131,17z/data=!4m14!1m7!3m6!1s0x31cc49a850162185:0x5a21863802d42838!2sMRT+Pusat+Bandar+Damansara+Pintu+A!8m2!3d3.143913!4d101.663488!16s%2Fg%2F11h4kwj7xm!3m5!1s0x31cc49a83de6939d:0x5f2cbbe5eb34f174!8m2!3d3.143297!4d101.662331!16s%2Fg%2F11h5ll13hd?entry=ttu"
126,131,Semantan,Kajang,"https://www.google.com/maps/place/MRT+Semantan/@3.1518076,101.6629544,16.5z/data=!4m6!3m5!1s0x31cc49ab3c72ab99:0xac05ab945d5e8547!8m2!3d3.1510399!4d101.6652861!16s%2Fg%2F11bysjtv_7?entry=ttu"
127,132,Muzium Negara,Kajang,"https://www.google.com/maps/place/Muzium+Negara/@3.1373953,101.6851046,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc49c6d0c22957:0xb2aef33c362ad9b5!8m2!3d3.1373953!4d101.6876795!16s%2Fg%2F1hc3p_txc?entry=ttu"
128,133,Pasar Seni,Kajang,"https://www.google.com/maps/place/Pasar+Seni/@3.1424481,101.6943923,18.5z/data=!4m14!1m7!3m6!1s0x31cc49d01c955555:0xbf9264fc6ab2a4e4!2sPasar+Seni+MRT+Station+(KG16)!8m2!3d3.1426905!4d101.6954067!16s%2Fg%2F11g69_1zmz!3m5!1s0x31cc49d01d3a37eb:0xb06db6494a54ba4b!8m2!3d3.14229!4d101.69556!16s%2Fm%2F0266992?entry=ttu"
129,134,Merdeka,Kajang,"https://www.google.com/maps/place/Merdeka/@3.1424803,101.6995677,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc49d75bb18477:0x563bdaebaffa69b6!8m2!3d3.1424803!4d101.7021426!16s%2Fg%2F11bwc7g9pm?entry=ttu"
130,135,Pavilion Bukit Bintang,Kajang,"https://www.google.com/maps/place/Bukit+Bintang/@3.1460239,101.7113656,20.25z/data=!4m15!1m8!3m7!1s0x31cc36295946048d:0x18c4b02f3f0e6102!2sMonorail+Station+Bukit+Bintang,+Bukit+Bintang,+55100+Kuala+Lumpur,+Wilayah+Persekutuan+Kuala+Lumpur!3b1!8m2!3d3.1460225!4d101.7114998!16s%2Fg%2F12ht_z8d5!3m5!1s0x31cc362bdfaee04b:0x97c3ff733f18bd41!8m2!3d3.1460998!4d101.7114678!16s%2Fg%2F1q6j8dhm3?entry=ttu"
131,136,Tun Razak Exchange (TRX),Kajang,"https://www.google.com/maps/place/Tun+Razak+Exchange/@3.1426089,101.7196531,19.25z/data=!4m14!1m7!3m6!1s0x31cc37880733ac83:0xffb65c22ef9ef062!2sTRX+MRT+CBD+Link!8m2!3d3.1423801!4d101.7197832!16s%2Fg%2F11r70mt1x3!3m5!1s0x31cc36306903b007:0xd56c2d4696bfb375!8m2!3d3.1424!4d101.72016!16s%2Fg%2F11bwck78h9?entry=ttu"
132,137,Cochrane,Kajang,"https://www.google.com/maps/place/Cochrane/@3.1329275,101.7203257,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc363dc24f1549:0xfaf18d3162f77808!8m2!3d3.1329275!4d101.7229006!16s%2Fg%2F11bwd01t45?entry=ttu"
133,138,Aeon Maluri,Kajang,"https://www.google.com/maps/place/Maluri/@3.1241103,101.7266094,18.5z/data=!4m14!1m7!3m6!1s0x31cc3612e476329f:0xc651dec9b7632398!2sMaluri+MRT+Station+(KG22)!8m2!3d3.1243149!4d101.7277174!16s%2Fg%2F11g736dnry!3m5!1s0x31cc3612e428eb83:0x92ec2401210c6ec2!8m2!3d3.12362!4d101.72781!16s%2Fg%2F11vjzzdttw?entry=ttu"
134,139,Taman Pertama,Kajang,"https://www.google.com/maps/place/Taman+Pertama/@3.11278,101.7267851,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc360ab3ba5e9f:0xde2f65986db832df!8m2!3d3.11278!4d101.72936!16s%2Fg%2F11c2nqmnp_?entry=ttu"
135,140,Taman Midah,Kajang,"https://www.google.com/maps/place/Taman+Midah/@3.10446,101.7321148,21z/data=!4m14!1m7!3m6!1s0x31cc35ddb758a16d:0xfcb17d7394dd8a3f!2sMRT+Taman+Midah+Pintu+A!8m2!3d3.1053123!4d101.7317415!16s%2Fg%2F11j5vvqds5!3m5!1s0x31cc35ddabb63e49:0xcbfadffcf04bd4c!8m2!3d3.1045!4d101.73219!16s%2Fg%2F11h27n2dc4!5m1!1e2?entry=ttu"
136,141,Taman Mutiara,Kajang,"https://www.google.com/maps/place/Taman+Mutiara/@3.0914142,101.7401097,20.5z/data=!4m14!1m7!3m6!1s0x31cc35b8199d2877:0x21fb110369c7ca60!2sTaman+Mutiara+(KG25)!8m2!3d3.09175!4d101.74047!16s%2Fg%2F11bwf81j_w!3m5!1s0x31cc35b80928377b:0x73578864e62ae0b7!8m2!3d3.0914069!4d101.7404434!16s%2Fg%2F11vjtbp0xy!5m1!1e2?entry=ttu"
137,142,Taman Connaught,Kajang,"https://www.google.com/maps/place/Taman+Connaught/@3.07917,101.7426451,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc35aef3261957:0x5b294983957295e8!8m2!3d3.07917!4d101.74522!16s%2Fg%2F11vjt9rqxd!5m1!1e2?entry=ttu"
138,143,Taman Suntex,Kajang,"https://www.google.com/maps/place/Taman+Suntex/@3.0716461,101.7610286,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc34f8030818f9:0x76f97d382877b509!8m2!3d3.0716461!4d101.7636035!16s%2Fg%2F11bwc46656!5m1!1e2?entry=ttu"
139,144,Sri Raya,Kajang,"https://www.google.com/maps/place/Sri+Raya/@3.0621657,101.7703107,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc34ed6727bbd9:0x69d0a7ad4aef1542!8m2!3d3.0621657!4d101.7728856!16s%2Fg%2F11bwc584t9!5m1!1e2?entry=ttu"
140,145,Bandar Tun Hussien Onn,Kajang,"https://www.google.com/maps/place/MRT+Bandar+Tun+Hussein+Onn+(SBK29)/@3.0484402,101.7745238,19.75z/data=!4m7!3m6!1s0x31cc34c4907ea25b:0x57076a9e3a1a1f33!4b1!8m2!3d3.0488498!4d101.7747278!16s%2Fg%2F11c1qwgwhg!5m1!1e2?entry=ttu"
141,146,Batu Sebelas Cheras,Kajang,"https://www.google.com/maps/place/Batu+11+Cheras/@3.0413455,101.7707515,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc34c8698a2b7d:0x1d6acfe1fd85cdf7!8m2!3d3.0413455!4d101.7733264!16s%2Fg%2F11gxx7dwdz!5m1!1e2?entry=ttu"
142,147,Bukit Dukung,Kajang,"https://www.google.com/maps/place/Bukit+Dukung/@3.0261962,101.770912,20z/data=!4m6!3m5!1s0x31cdcb36eafe6b7f:0x81c3751610cb71d1!8m2!3d3.0263087!4d101.771103!16s%2Fg%2F11h27mz19n!5m1!1e2?entry=ttu"
143,148,Sungai Jernih,Kajang,"https://www.google.com/maps/place/Sungai+Jernih/@3.0008367,101.7834264,19.25z/data=!4m14!1m7!3m6!1s0x31cdcb704cfdb43b:0xa1dca87b70f669ad!2sMRT+Sungai+Jernih+Pintu+B!8m2!3d3.001429!4d101.783866!16s%2Fg%2F11fmbd28pc!3m5!1s0x31cdcb70548306ab:0x1a9072b0585ea44a!8m2!3d3.00095!4d101.78386!16s%2Fg%2F11vlz40qhw!5m1!1e2?entry=ttu"
